LocationID,Portfolio,State,County,PostalCode,Building Value,Other Value,Contents Value,Time Element Value,Occupancy Code,Construction Code,Stories,Year Built,AAL
29036,2,MI,Van Buren,49062,6391751,88709,3587792,6112764,ATC-38,CN00,10,1955,17087.1529
29037,2,PA,Venango,16374,8776546,33883,4129233,6503288,ATC-38,CN00,8,1972,37330.464
29038,2,IL,Vermilion,61870,1097469,12879,345844,261043,ATC-38,MS00,2,1987,10389.27175
29039,2,WI,Vilas,54554,411920,96554,162278,942924,ATC-38,MS00,4,1965,12780.31392
29040,2,TX,Walker,77340,1859207,75131,3050129,3517273,ATC-37,CN10,5+,1995,18363.7584
29041,2,TX,Waller,77446,8785142,36810,4568420,5236775,ATC-38,CN10,1,1970,80469.27504
29042,2,OH,Warren,45039,7942397,94176,2171471,6982240,ATC-38,CN00,6,2015,24754.00896
29043,2,IL,Washington,62803,2086199,82956,3553400,3598077,ATC-37,CN00,1,1969,36909.70272
29044,2,CO,Washington,80812,638298,79143,1941320,229175,ATC-37,MS00,6,1988,20793.1392
29045,2,PA,Washington,15301,3331657,21705,1120714,6532848,ATC-38,CN00,2,1953,26416.6176
29046,2,NY,Washington,12861,5049835,33480,1516702,4645975,ATC-37,CN00,10,1975,9716.537088
29047,2,MI,Washtenaw,48198,8948096,48316,2675098,6871363,ATC-37,CN00,2,1972,24476.59236
29048,2,WI,Waukesha,53051,1633593,60929,1910988,708206,ATC-37,MS00,5+,2018,22776.42048
29049,2,MI,Wayne,48211,4756599,81268,1143223,3291898,ATC-37,CN00,3,1981,20400.5736
29050,2,PA,Wayne,18473,6047867,18629,1015424,7287162,ATC-37,CN00,1,2014,34485.7968
29051,2,TX,Webb,78041,9682987,91944,4608508,3746170,ATC-37,CN10,5+,1989,58739.93316
29052,2,CO,Weld,80530,9628290,25948,4380385,345670,ATC-37,CN10,2,2010,13805.08128
29053,2,CO,Weld,80646,1555144,90272,4971243,2411410,ATC-38,CN00,4,2001,7800.251616
29054,2,NY,Westchester,10562,1732292,82724,4731587,1837442,ATC-38,CN10,5,1955,16298.58348
29055,2,NY,Westchester,10589,1387754,81918,445292,957665,ATC-38,MS00,4,2007,12409.75728
29056,2,PA,Westmoreland,15062,7444063,86345,4367839,6017191,ATC-38,CN10,1,1951,21498.5256
29057,2,PA,Westmoreland,15072,9771227,62855,2240931,6987319,ATC-38,CN10,3,1997,57186.996
29058,2,PA,Westmoreland,15650,8777238,60500,4101704,6955098,ATC-38,CN00,3,1950,23873.448
29059,2,IL,Whiteside,61261,1591120,52325,775394,503079,ATC-38,MS00,3,2002,8485.249872
29060,2,IL,Will,60431,9077995,57905,3817716,5295707,ATC-37,CN00,3,1978,48178.21272
29061,2,TX,Williamson,78681,7012156,75173,1338871,6094069,ATC-37,CN10,4,1970,56454.80587
29062,2,IL,Woodford,61548,3844180,45948,1975107,6518886,ATC-38,CN00,2,1968,49041.11916
29063,2,MA,Worcester,1441,5890392,44522,4182282,741329,ATC-38,CN10,4,2009,21108.9726
29064,2,MA,Worcester,1534,6116740,87610,1910196,8321630,ATC-37,CN00,1,1978,35502.14016
29065,2,NY,Wyoming,14145,6622745,40106,4960898,2436781,ATC-37,CN10,6,2007,18222.44688
29066,2,TX,Yoakum,79376,9775782,59484,853277,680212,ATC-37,CN10,8,1970,13096.80576
29067,2,TX,Zavala,78872,1345715,78326,1193099,1302494,ATC-37,MS00,3,2017,16556.53402
29068,2,CO,Adams,80221,9779977,57905,4735503,8099679,ATC-38,CN00,4,2012,19589.5273
29069,2,IL,Adams,62365,8786436,13877,1047435,3889066,ATC-38,CN10,5,1967,32638.67006
29070,2,IL,Adams,62338,5225839,40391,2227951,6665344,ATC-38,CN10,6,2011,33643.0314
29071,2,NY,Albany,12246,1257989,65128,1515898,1985468,ATC-38,MS00,4,1971,31262.64984
29072,2,NY,Albany,12186,1116544,97459,363721,1667587,ATC-38,MS00,5,2008,7009.87176
29073,2,IL,Alexander,62993,9974123,69523,4121588,5849057,ATC-37,CN00,5+,2006,47553.95542
29074,2,PA,Allegheny,15056,566798,60462,4302208,3410605,ATC-38,CN00,5+,2009,18014.55768
29075,2,CO,Arapahoe,80012,1964833,82333,323640,504116,ATC-38,MS00,5+,2009,11039.70048
29076,2,CO,Arapahoe,80015,6569929,31523,3198504,6618553,ATC-38,CN00,5+,1994,17731.98972
29077,2,CO,Arapahoe,80160,1113732,42830,1115044,600132,ATC-37,MS00,1,1969,22744.16496
29078,2,CO,Archuleta,81157,1546445,89634,721713,431148,ATC-37,MS00,6,2007,8032.1472
29079,2,OH,Ashland,44842,5393308,41082,2298275,7595875,ATC-38,CN00,4,2011,11036.5488
29080,2,TX,Atascosa,78052,3319520,27227,2952765,9467285,ATC-37,CN10,Over 10,2004,24217.80019
29081,2,OH,Auglaize,45869,1558441,94479,1859630,4037004,ATC-37,CN10,6,1997,13589.1972
29082,2,OH,Auglaize,45895,321133,67588,821373,1930808,ATC-38,MS00,3,1994,10364.9766
29083,2,MA,Barnstable,2633,9697055,54296,1384041,6691692,ATC-38,CN00,1,1990,48133.1268
29084,2,MA,Barnstable,2553,3573488,44869,970369,9796834,ATC-37,CN10,1,1984,38841.012
29085,2,WI,Bayfield,54844,868264,89771,399354,514623,ATC-37,MS00,2,1961,10872.6457
29086,2,WI,Bayfield,54816,6152934,68589,3293679,2549230,ATC-38,CN00,8,2019,8493.360128
29087,2,PA,Beaver,15010,8129868,92547,893697,878198,ATC-38,CN10,5+,1978,10793.8548
29088,2,PA,Beaver,15059,2527490,61230,3033779,6914557,ATC-38,CN00,5+,2015,27080.04096
29089,2,PA,Beaver,15043,8875539,89385,3580981,8330480,ATC-38,CN10,5,1991,37577.493
29090,2,PA,Bedford,15521,3744906,16894,3822744,9503917,ATC-37,CN10,1,1963,61518.4596
29091,2,TX,Bee,78145,505860,21799,1142350,751338,ATC-37,MS00,2,1950,23012.48189
29092,2,MI,Benzie,49628,3834797,91195,1425172,7020023,ATC-38,CN10,2,2014,21773.28912
29093,2,NJ,Bergen,7652,1451570,50407,832167,1951429,ATC-38,MS00,3,1975,33941.73816
29094,2,NJ,Bergen,7450,2045322,23240,3721100,3429066,ATC-37,CN10,1,1968,22124.9472
29095,2,NJ,Bergen,7661,2219905,63381,1441841,910405,ATC-37,CN00,4,1954,5006.37456
29096,2,PA,Berks,19519,3129820,82758,395209,5607719,ATC-38,CN00,Over 10,1956,8846.88576
29097,2,PA,Berks,19605,7190356,41230,1536463,1515779,ATC-38,CN00,5+,1963,11106.53424
29098,2,MA,Berkshire,1220,9022358,91868,465941,3116983,ATC-38,CN00,2,1991,11427.435
29099,2,MA,Berkshire,1230,2108116,38826,3599972,2390083,ATC-38,CN00,6,1986,6590.96757
29100,2,TX,Bexar,78212,1339910,42948,1525659,9952588,ATC-38,CN10,2,2007,12346.6608
29101,2,TX,Bexar,78263,5740731,54743,4614503,7516206,ATC-38,CN10,10,1963,20650.96282
29102,2,TX,Bexar,78234,2138726,62887,2656893,2697104,ATC-38,CN10,1,1998,27200.196
29103,2,PA,Blair,16601,7019352,40246,455896,7666398,ATC-38,CN10,4,2019,21861.92448
29104,2,TX,Brazoria,77515,752604,31076,4602040,4879325,ATC-38,CN10,8,2005,7883.55456
29105,2,TX,Brazos,77862,3340408,28077,3316239,1599165,ATC-37,CN00,Over 10,2001,6362.026752
29106,2,MA,Bristol,2334,5758352,97121,3880553,7807660,ATC-37,CN10,8,1951,45473.23411
29107,2,NY,Broome,13754,5786065,80694,4414194,578006,ATC-37,CN00,1,1960,35183.02716
29108,2,PA,Bucks,18962,7034734,75696,641974,2964708,ATC-38,CN10,4,1990,9645.4008
29109,2,PA,Bucks,18980,4698789,45517,3463815,2543329,ATC-38,CN10,5,1984,19352.61
29110,2,IL,Bureau,61376,6397050,11013,223391,2423339,ATC-38,CN00,3,2009,7968.21784
29111,2,NJ,Burlington,8515,470145,90264,1341581,533564,ATC-37,MS00,5,2013,5845.3296
29112,2,NJ,Burlington,8068,5336438,23224,4466433,8599972,ATC-38,CN00,1,1987,55278.201
29113,2,NJ,Burlington,8016,4855729,85629,1236845,8891692,ATC-37,CN10,3,2015,36167.748
29114,2,OH,Butler,45067,5831460,73626,660275,6722232,ATC-37,CN10,6,1961,14350.60044
29115,2,PA,Butler,16035,1237750,60163,1783642,8381291,ATC-37,CN10,8,1997,18340.5536
29116,2,PA,Butler,16048,3814573,36206,146395,6971926,ATC-38,CN00,8,1971,31591.008
29117,2,PA,Butler,16018,233656,17619,417205,924843,ATC-38,MS00,6,2016,7647.9504
29118,2,PA,Cambria,15948,1902431,29748,1151493,5198801,ATC-38,CN10,8,2012,5300.78272
29119,2,NJ,Camden,8029,9660574,56488,868894,1496739,ATC-37,CN10,2,2005,9666.156
29120,2,NJ,Camden,8012,3706735,98524,410156,9143013,ATC-38,CN10,6,2018,28854.20448
29121,2,TX,Cameron,78552,8024852,20149,4354308,5819509,ATC-38,CN10,5+,1978,23611.58813
29122,2,NJ,Cape May,8226,8237488,80326,4671927,1169427,ATC-38,CN00,10,1986,11327.3344
29123,2,PA,Carbon,18232,9273757,58965,893014,5498699,ATC-38,CN00,4,2009,22643.1864
29124,2,PA,Centre,16827,1103219,66536,1420502,1972657,ATC-37,MS00,5,1971,32852.9808
29125,2,IL,Champaign,61859,5472765,96994,2402778,2367543,ATC-37,CN10,4,1978,12284.01504
29126,2,IL,Champaign,61872,480908,42284,1322243,1908936,ATC-38,MS00,1,1988,18171.15564
29127,2,IL,Champaign,61815,8579292,12163,3414465,8048918,ATC-37,CN00,10,2006,42355.81786
29128,2,NY,Chemung,14816,8450638,63625,2184194,1278857,ATC-37,CN00,5+,1953,23283.89842
29129,2,MI,Chippewa,49774,1047223,88124,162699,964227,ATC-38,MS00,2,1967,16424.10198
29130,2,WI,Chippewa,54748,1705070,12315,1402009,1779523,ATC-38,MS00,1,1974,35566.13742
29131,2,WI,Chippewa,54727,8265488,43207,335613,9910388,ATC-38,CN10,Over 10,1967,58781.27693
29132,2,PA,Clarion,16248,1107809,60177,1142676,1414074,ATC-38,MS00,5,1990,22348.416
29133,2,IL,Clay,62434,571083,82956,1505357,975588,ATC-38,MS00,5+,1961,16552.71552
29134,2,OH,Clermont,45153,3001489,52151,4101017,3898832,ATC-38,CN00,4,1971,23875.53624
29135,2,MI,Clinton,48853,533428,31700,403800,896184,ATC-37,MS00,3,1960,13540.71312
29136,2,PA,Columbia,17858,1686736,97402,422880,106045,ATC-37,MS00,4,1974,13878.378
29137,2,NY,Columbia,12513,465391,22984,1137675,1612294,ATC-38,MS00,5,1994,8743.5288
29138,2,OH,Columbiana,44432,1718185,50029,1404851,1906724,ATC-38,MS00,6,1977,18287.2404
29139,2,IL,Cook,60668,1768520,43121,359792,239729,ATC-38,MS00,1,2018,11670.02408
29140,2,IL,Cook,60677,7628786,90363,413433,6439176,ATC-37,CN10,5,2017,34622.49701
29141,2,IL,Cook,60162,1488512,42920,4649475,8119764,ATC-38,CN00,5+,1984,14157.66429
29142,2,IL,Cook,60201,5083391,60144,4405331,6385805,ATC-37,CN00,8,1974,33654.02515
29143,2,TX,Cooke,76240,1720225,67663,890288,1732062,ATC-37,MS00,1,1967,27943.26797
29144,2,IL,Crawford,62454,9825896,66378,2007279,5915232,ATC-38,CN10,4,2006,28218.61944
29145,2,WI,Crawford,54631,5238806,17478,4508894,163865,ATC-38,CN10,5,1954,35387.10925
29146,2,PA,Cumberland,17050,1582449,29530,3022623,2464900,ATC-38,CN10,5,1990,19168.6554
29147,2,PA,Cumberland,17055,690182,17379,1530007,207648,ATC-38,MS00,5+,2018,5868.5184
29148,2,PA,Cumberland,17241,6375108,33389,2495402,5826870,ATC-38,CN00,10,1961,42424.61472
29149,2,OH,Cuyahoga,44181,4722071,69432,4367271,9137320,ATC-38,CN00,2,2015,14636.8752
29150,2,OH,Cuyahoga,44138,344660,40775,1354637,1201359,ATC-37,MS00,4,2019,9412.5792
29151,2,OH,Cuyahoga,44144,1305617,88481,1037205,448478,ATC-38,MS00,6,1999,11519.124
29152,2,TX,Dallas,75379,2073870,25278,3295116,7234854,ATC-38,CN10,4,2012,21823.1159
29153,2,TX,Dallas,75106,8845615,77619,1314641,9868147,ATC-37,CN00,Over 10,1965,46324.27469
29154,2,TX,Dallas,75235,2939980,24519,1642673,6411002,ATC-37,CN00,4,2017,28559.10701
29155,2,OH,Darke,45388,3262356,14167,3844312,5547222,ATC-37,CN00,6,1960,13681.50156
29156,2,OH,Darke,45350,3649410,63191,1751941,9312052,ATC-37,CN10,10,1959,42556.59072
29157,2,OH,Darke,45352,4335486,53218,422844,9634185,ATC-38,CN00,6,1988,13001.1597
29158,2,PA,Delaware,19089,8141587,14085,1064490,1722995,ATC-38,CN00,Over 10,2013,7003.62048
29159,2,TX,Delta,75450,5332832,72494,300628,8422796,ATC-38,CN10,5+,1966,36621.72
29160,2,CO,Denver,80204,1022084,89229,1088580,1527139,ATC-38,MS00,3,1954,23614.47475
29161,2,CO,Denver,80207,1194257,51638,1394020,1559302,ATC-38,MS00,6,1969,24187.48992
29162,2,CO,Dolores,81332,8689775,75563,4958960,5355233,ATC-38,CN10,5+,1964,74181.21653
29163,2,WI,Dunn,54772,6379975,13311,3951299,9528619,ATC-37,CN10,3,1969,26232.62928
29164,2,WI,Dunn,54739,6827987,27102,1530904,129526,ATC-38,CN10,5,2016,20232.87314
29165,2,IL,Effingham,62424,711787,94616,1327061,890994,ATC-37,MS00,4,1992,9980.7114
29166,2,TX,El Paso,79836,1577794,95000,1704051,350330,ATC-37,MS00,5,1979,26835.66
29167,2,TX,El Paso,79930,8725424,59097,3876366,2670434,ATC-37,CN00,4,2013,26492.52269
29168,2,TX,El Paso,79999,3915817,85985,3629289,4744064,ATC-38,CN00,5+,2012,32076.40176
29169,2,TX,El Paso,88512,1648997,41293,3933793,7114721,ATC-38,CN10,5,1973,16509.48998
29170,2,TX,El Paso,88568,1883383,91119,1737440,1993696,ATC-37,MS00,6,1966,24648.35616
29171,2,CO,El Paso,80911,5192345,61934,268885,6079676,ATC-37,CN10,4,1961,30074.56128
29172,2,CO,Elbert,80117,350346,61206,880414,1636220,ATC-38,MS00,1,1962,18552.9865
29173,2,PA,Erie,16511,710712,24283,1076340,337512,ATC-37,MS00,5,1954,7735.8492
29174,2,PA,Erie,16421,8667732,54982,1430850,6867681,ATC-38,CN00,2,1970,20425.494
29175,2,NY,Erie,14221,6952158,87388,2365912,2346299,ATC-38,CN10,5,2009,22845.41561
29176,2,NY,Erie,14169,4489055,32823,4490086,2607098,ATC-37,CN00,3,1998,20914.3116
29177,2,NY,Erie,14139,6027512,69947,1628057,3791351,ATC-38,CN00,5,1975,22388.78945
29178,2,MA,Essex,1843,9658612,99400,3442758,982052,ATC-38,CN00,1,1977,45952.34328
29179,2,OH,Fairfield,43102,3951391,93185,3593010,1313183,ATC-38,CN10,3,2000,17901.538
29180,2,PA,Fayette,15410,2373635,70672,4929323,516784,ATC-38,CN00,10,1985,6312.3312
29181,2,IL,Franklin,62822,3485145,53828,1098364,4827496,ATC-37,CN00,5+,2010,22488.44321
29182,2,IL,Franklin,62840,866549,65016,1186936,1911775,ATC-37,MS00,1,1983,29259.80376
29183,2,OH,Franklin,43211,2136385,79645,1650895,5538499,ATC-38,CN10,2,2012,15048.6784
29184,2,OH,Franklin,43125,1232836,72645,1249639,1036290,ATC-38,MS00,6,1975,12929.076
29185,2,NY,Franklin,12914,571274,54309,598192,896332,ATC-37,MS00,2,1992,12593.43558
29186,2,MA,Franklin,1337,1184871,48762,1577279,612258,ATC-37,MS00,4,1986,12323.412
29187,2,CO,Fremont,81226,1629749,73943,1182803,880561,ATC-37,MS00,5,1974,32547.36384
29188,2,TX,Galveston,77565,9925509,70050,4113259,1681015,ATC-37,CN10,3,2004,30316.47936
29189,2,MI,Genesee,48532,1908785,81862,1648148,1684700,ATC-37,MS00,2,1964,46378.28844
29190,2,MI,Genesee,48554,829065,16298,1264053,4296552,ATC-38,CN00,1,1991,7046.5648
29191,2,MI,Genesee,48556,7864306,45262,937727,9179481,ATC-37,CN00,1,1970,47590.68864
29192,2,MI,Genesee,48433,1373348,23777,1027952,8722952,ATC-38,CN10,3,1977,14715.39828
29193,2,CO,Grand,80459,9991312,35536,4940406,2217448,ATC-37,CN10,4,1981,18559.47816
29194,2,NY,Greene,12413,1633807,54930,1840020,978773,ATC-38,MS00,4,1967,29208.7944
29195,2,NY,Greene,12450,6994654,38940,4752458,6042978,ATC-37,CN10,2,1957,38510.7048
29196,2,TX,Gregg,75662,1457631,60786,175883,1166277,ATC-38,MS00,4,1954,24715.38528
29197,2,TX,Gregg,75605,1555098,47807,1210633,439293,ATC-37,MS00,1,1983,25762.42152
29198,2,TX,Guadalupe,78156,1640679,72690,1379819,181725,ATC-37,MS00,1,2010,20749.84877
29199,2,TX,Hale,79032,235416,10943,1776056,1837043,ATC-37,MS00,1,1953,18340.14442
29200,2,OH,Hamilton,45267,1364270,78009,1414402,213227,ATC-37,MS00,4,1971,11051.6688
29201,2,OH,Hamilton,45250,9596008,89832,698881,5557879,ATC-38,CN00,10,1986,38262.24
29202,2,MA,Hampden,1014,8089980,33679,4448581,9341357,ATC-37,CN10,4,2010,28400.02171
29203,2,MA,Hampshire,1066,3077700,56395,671013,7253950,ATC-38,CN00,5+,1995,8957.83698
29204,2,OH,Hancock,44804,744776,41942,1431596,308460,ATC-38,MS00,6,2008,12128.5152
29205,2,TX,Hardin,77519,2881606,80961,2798650,7462275,ATC-38,CN10,6,1995,14281.37136
29206,2,OH,Hardin,43326,1602664,23788,252874,735656,ATC-38,MS00,5,1953,15689.892
29207,2,TX,Harris,77033,3611629,94732,1108865,7731429,ATC-38,CN10,6,2006,32520.92976
29208,2,TX,Harris,77043,4385572,39155,207477,5810659,ATC-38,CN00,4,1961,40601.85134
29209,2,TX,Harris,77066,837221,57593,1415917,823191,ATC-37,MS00,6,1961,18051.39072
29210,2,TX,Harris,77094,2688613,36095,2146127,7813482,ATC-37,CN00,3,1965,36530.83296
29211,2,TX,Harris,77206,1106351,95391,1399517,1860141,ATC-38,MS00,6,2000,32122.08
29212,2,TX,Harris,77218,1567828,46231,4902838,1692293,ATC-38,CN00,Over 10,1977,18913.97376
29213,2,TX,Harris,77253,3628489,57558,2879459,8461861,ATC-38,CN00,Over 10,2013,11541.01786
29214,2,TX,Harris,77011,1182736,11939,670171,1082776,ATC-38,MS00,2,1992,19454.3052
29215,2,TX,Hartley,79044,2428447,81130,909155,788483,ATC-38,CN00,6,1994,9087.5844
29216,2,IL,Henry,61490,1695884,83818,628700,1380774,ATC-37,MS00,3,1978,16505.65066
29217,2,NY,Herkimer,13475,8229976,15610,2065020,7965600,ATC-37,CN00,3,1963,59214.90744
29218,2,NY,Herkimer,13491,9638437,22748,1703821,1151623,ATC-37,CN10,4,1961,36498.49016
29219,2,TX,Hidalgo,78560,972015,28299,1458575,191576,ATC-37,MS00,6,2018,7633.3392
29220,2,TX,Hill,76621,1041559,38103,3278924,6906169,ATC-38,CN10,4,2006,9732.74832
29221,2,MI,Houghton,49913,1125761,71523,418273,477757,ATC-38,MS00,3,1979,9118.475784
29222,2,MI,Houghton,49921,4322312,61048,667908,9308567,ATC-38,CN10,3,1995,15795.8185
29223,2,NJ,Hudson,7307,5710979,79471,983191,5461014,ATC-37,CN10,Over 10,2000,19575.448
29224,2,PA,Huntingdon,16647,733338,42590,808772,742990,ATC-37,MS00,6,1994,9310.76
29225,2,MI,Ingham,48956,9893888,76766,4476503,5183260,ATC-37,CN00,5+,1986,19434.11283
29226,2,MI,Iron,49915,5762766,21776,2953194,1177456,ATC-38,CN00,5,2001,23558.49619
29227,2,IL,Jackson,62924,2875280,27175,1809816,5560872,ATC-38,CN10,10,2019,14464.58534
29228,2,OH,Jackson,45656,5032870,97901,3781695,277763,ATC-38,CN10,5+,1995,16542.4122
29229,2,IL,Jasper,62480,9608241,94600,1169359,4340127,ATC-38,CN00,8,1995,13386.84776
29230,2,TX,Jasper,75951,5899258,15456,2160025,7075714,ATC-37,CN00,5+,1983,32724.97848
29231,2,CO,Jefferson,80002,1552617,63110,1868650,1189313,ATC-38,MS00,6,2015,13460.2272
29232,2,TX,Jefferson,77702,6282168,25693,594366,4089206,ATC-38,CN00,10,1950,12662.13082
29233,2,OH,Jefferson,43917,2415800,97212,4718153,5569736,ATC-38,CN10,8,2014,24577.72992
29234,2,PA,Jefferson,15840,605181,21163,2993934,6432296,ATC-38,CN10,5+,2008,7237.85328
29235,2,NY,Jefferson,13601,1711055,90811,691229,952476,ATC-37,MS00,6,1975,11163.65004
29236,2,NY,Jefferson,13685,7142434,32257,4127048,8147196,ATC-38,CN10,10,1992,42009.6996
29237,2,NY,Jefferson,13641,8238110,82902,2577375,7494158,ATC-37,CN10,5,1981,14897.96145
29238,2,TX,Johnson,76084,1090466,11242,242926,1822404,ATC-38,MS00,5,2010,18242.13888
29239,2,IL,Kane,60140,1705670,63784,1182206,1357447,ATC-37,MS00,1,1962,37540.94018
29240,2,IL,Kankakee,60950,838623,45587,1922497,1354426,ATC-38,MS00,5+,1998,22886.2315
29241,2,IL,Kankakee,60917,810114,38031,388128,660311,ATC-38,MS00,1,1952,16523.03981
29242,2,TX,Kendall,78027,5403620,31077,4338699,4322227,ATC-37,CN10,Over 10,1990,40595.39424
29243,2,WI,Kenosha,53152,5208430,33056,3865510,3037951,ATC-37,CN10,6,2008,28856.39407
29244,2,MI,Kent,49501,950051,57721,4371415,2765121,ATC-38,CN10,5+,1970,9675.437904
29245,2,TX,Kimble,76874,2370743,10929,4368849,7219659,ATC-38,CN10,10,1986,13411.3728
29246,2,NY,Kings,11225,1704627,80257,142090,1212641,ATC-37,CN00,Over 10,1972,8137.88208
29247,2,NY,Kings,11233,749042,16389,2771813,6779269,ATC-38,CN00,5+,1951,20055.30127
29248,2,OH,Knox,43014,873364,98285,1223896,1688943,ATC-38,MS00,6,1953,23306.928
29249,2,IL,La Salle,61332,6677796,95591,4798916,2698309,ATC-38,CN00,3,1988,47093.0196
29250,2,PA,Lackawanna,18471,2339617,91003,492394,2957827,ATC-37,CN10,Over 10,1971,5645.60736
29251,2,OH,Lake,44097,3087999,81420,1667860,7712281,ATC-37,CN10,3,2018,20079.296
29252,2,IL,Lake,60048,1206350,67076,3868372,7429145,ATC-38,CN00,5,1988,37335.70071
29253,2,IL,Lake,60084,4003316,56476,120263,1161923,ATC-38,CN00,Over 10,2010,7521.505024
29254,2,TX,Lamb,79369,2793207,75093,2821637,3961204,ATC-38,CN10,5+,2015,8338.585824
29255,2,PA,Lancaster,17557,814675,67968,2908692,3816935,ATC-38,CN00,5,1996,20542.329
29256,2,MI,Lapeer,48727,1695268,76146,2524322,307380,ATC-38,CN00,4,1998,13671.25452
29257,2,MI,Lapeer,48003,1351586,47473,1637011,1050035,ATC-37,MS00,4,1985,13484.1465
29258,2,CO,Larimer,80528,1298147,17940,3278039,1628950,ATC-38,CN00,10,1971,7168.983552
29259,2,CO,Las Animas,81082,8173828,31005,3875372,2430100,ATC-37,CN00,2,2008,41789.6784
29260,2,PA,Lebanon,17067,5202098,87616,2549120,5758327,ATC-38,CN10,5,1971,44054.80164
29261,2,IL,Lee,61042,3878242,32929,4653738,5385911,ATC-37,CN10,6,1960,16573.57416
29262,2,TX,Liberty,77368,4305272,28499,522890,9490116,ATC-38,CN10,10,2010,11018.32474
29263,2,OH,Licking,43023,441573,30857,1131808,1337915,ATC-37,MS00,4,2019,7061.1672
29264,2,NY,Livingston,14558,986901,91358,2688231,1688138,ATC-38,CN00,3,2013,7854.66432
29265,2,OH,Lorain,44055,6947156,59780,3811089,2549098,ATC-37,CN00,2,1999,40101.369
29266,2,OH,Lorain,44039,8463363,67094,542613,2453378,ATC-38,CN00,10,1989,9221.1584
29267,2,TX,Lubbock,79363,9007778,69907,2001204,7033076,ATC-37,CN00,6,1977,23473.10664
29268,2,TX,Lubbock,79430,637633,30212,1286219,471040,ATC-38,MS00,3,1967,11524.09421
29269,2,OH,Lucas,43611,1698709,93150,452841,249392,ATC-38,MS00,5+,1958,17957.4624
29270,2,PA,Luzerne,18246,751756,97488,105809,107161,ATC-38,MS00,5,1970,3823.9704
29271,2,PA,Lycoming,17740,8378966,28882,3785068,1573806,ATC-38,CN00,6,2003,19824.07968
29272,2,MI,Macomb,48062,4550706,51171,3013645,8405631,ATC-37,CN00,8,1989,14098.61464
29273,2,MI,Macomb,48047,7474827,61564,3470389,7791019,ATC-37,CN00,5,1983,18609.82101
29274,2,MI,Macomb,48048,4776577,64098,2297542,780440,ATC-38,CN10,5,2009,12543.15269
29275,2,MI,Macomb,48315,1869855,41816,246371,383650,ATC-37,MS00,4,2004,11183.4448
29276,2,MI,Macomb,48036,8686934,29227,2097756,2997443,ATC-38,CN10,4,1996,27346.4928
29277,2,IL,Madison,62074,6463964,95004,1808867,2910578,ATC-37,CN10,6,2000,33496.88661
29278,2,NY,Madison,13310,5891985,93594,3038523,9557987,ATC-37,CN10,5,2011,12041.19367
29279,2,NY,Madison,13122,5033978,74902,1139612,6290519,ATC-37,CN00,10,2003,14444.94067
29280,2,OH,Mahoning,44515,4715197,67799,188599,2383698,ATC-37,CN10,2,2007,5884.2344
29281,2,WI,Manitowoc,54227,1499040,46771,116142,5757655,ATC-37,CN00,Over 10,2009,5223.404032
29282,2,OH,Marion,43341,7103868,74554,1118559,4255717,ATC-38,CN10,4,1971,40670.74152
29283,2,WI,Marquette,54960,5656005,11501,1653419,9285289,ATC-37,CN10,3,1966,21920.20248
29284,2,WI,Marquette,53953,1573550,28398,335732,1200055,ATC-37,MS00,6,1981,17257.5425
29285,2,IL,Massac,62960,765993,29526,890490,1413997,ATC-38,MS00,4,1999,20460.0396
29286,2,TX,Matagorda,77415,8539644,89656,3711381,2893734,ATC-38,CN10,8,1986,43875.1152
29287,2,TX,Mcculloch,76858,6359257,55332,298309,8163059,ATC-38,CN10,3,2008,28561.83744
29288,2,IL,Mchenry,60152,8916620,22643,3559928,4212034,ATC-38,CN10,8,2000,29411.756
29289,2,TX,Mclennan,76682,4866103,96229,4159072,6839377,ATC-37,CN00,10,1951,36773.63942
29290,2,NJ,Middlesex,8828,8543598,89812,802603,5732264,ATC-38,CN00,6,1999,40954.3479
29291,2,MA,Middlesex,2140,1275661,45278,1462768,532364,ATC-38,MS00,6,2003,14325.42672
29292,2,MA,Middlesex,1760,1032235,38837,1341589,472002,ATC-38,MS00,6,2014,8307.82944
29293,2,MI,Midland,48628,757525,56004,1648284,740764,ATC-37,CN10,4,2000,6341.10246
29294,2,TX,Milam,76518,7871919,22585,2682606,3433763,ATC-37,CN00,Over 10,1972,32281.05139
29295,2,TX,Milam,76520,6171325,31158,4865516,3165225,ATC-37,CN10,5,1951,55338.77491
29296,2,WI,Milwaukee,53204,8566883,35329,1365396,7684133,ATC-38,CN00,6,1972,62910.80492
29297,2,NJ,Monmouth,7746,4915034,15192,3775998,5984659,ATC-37,CN10,6,1973,47598.46092
29298,2,NJ,Monmouth,7748,8247039,64193,1558659,8771412,ATC-37,CN00,1,2019,44739.1272
29299,2,NJ,Monmouth,7764,6202985,91136,4248596,5134494,ATC-38,CN00,5+,1981,28218.9798
29300,2,NJ,Monmouth,8730,233875,46833,1939205,1319797,ATC-38,MS00,5+,1971,25485.912
29301,2,PA,Monroe,18352,5630146,26248,1129492,7106051,ATC-38,CN10,10,2009,17781.67936
29302,2,PA,Monroe,18353,1866958,36611,2661551,2861282,ATC-37,CN00,4,1957,16041.02832
29303,2,CO,Montezuma,81335,2769127,50520,3696331,6825579,ATC-37,CN00,3,1968,57635.52624
29304,2,OH,Montgomery,45343,1654023,88273,4319214,2678735,ATC-38,CN10,10,2003,5593.7568
